2015-03-03 14:13:30.522536,   8903610.52254,     hex128,   0.012143, 1, 1, 0
2015-03-03 14:13:38.023252,   8903618.02325,    fractal,   0.041942, 0, 0, 4.90472
2015-03-03 14:13:41.671673,   8903621.67167,    fractal,   0.031296, 0, 0, 6.29175
2015-03-03 14:13:44.753829,   8903624.75383,    fractal,   0.068808, 0, 0, 8.97018
2015-03-03 14:13:49.409887,   8903629.40989,    fractal,   0.010422, 1, 0, 0.750439
2015-03-03 14:13:54.721876,   8903634.72188,      tflag,   0.007890, 1, 1, 0
2015-03-03 14:14:04.854263,   8903644.85426,     hex128,   0.026089, 1, 1, 0
2015-03-03 14:14:08.460483,   8903648.46048,       flag,   0.043947, 0, 0, 7.02908
2015-03-03 14:14:12.568341,   8903652.56834,    fractal,   0.038430, 0, 0, 4.9998
2015-03-03 14:14:28.263618,   8903668.26362,     hex128,   0.011431, 0, 0, 0.0830254
2015-03-03 14:14:33.920245,   8903673.92024,  identicon,   0.008146, 1, 1, 0
2015-03-03 14:17:40.751611,   8903860.75161,    fractal,   0.000000, 1, 1, 0
2015-03-03 14:17:43.617087,   8903863.61709,    fractal,   0.000000, 1, 1, 0
2015-03-03 14:17:56.062431,   8903876.06243,     hex128,   0.000000, 1, 1, 0
2015-03-03 14:17:58.249777,   8903878.24978,      tflag,   0.000000, 1, 1, 0
2015-03-03 14:18:00.284828,   8903880.28483,      tflag,   0.000000, 1, 1, 0
2015-03-03 14:18:14.576488,   8903894.57649,     hex128,   0.000045, 1, 1, 0
2015-03-03 14:18:19.152897,    8903899.1529,     hex128,   0.000085, 1, 1, 0
2015-03-03 14:18:24.714905,    8903904.7149,      tflag,   0.000007, 1, 1, 0
2015-03-03 14:18:29.400569,   8903909.40057,  identicon,   0.012299, 1, 1, 0
2015-03-03 14:18:36.726407,   8903916.72641,    fractal,   0.046846, 0, 0, 2.15445
2015-03-03 14:18:40.447258,   8903920.44726,  identicon,   0.000002, 1, 1, 0
2015-03-03 14:18:49.814404,    8903929.8144,    fractal,   0.000010, 1, 1, 0
2015-03-03 14:19:00.276091,   8903940.27609,    fractal,   0.000054, 1, 1, 0
2015-03-03 14:19:02.615577,   8903942.61558,    fractal,   0.834082, 0, 0, 7.10513
2015-03-03 14:19:25.240379,   8903965.24038,      tflag,   0.000040, 1, 1, 0
2015-03-03 14:19:28.720691,   8903968.72069,       flag,   0.004313, 1, 1, 0
2015-03-03 14:19:33.508460,   8903973.50846,    fractal,   0.000005, 1, 1, 0
2015-03-03 14:19:37.353990,   8903977.35399,    fractal,   0.380981, 0, 0, 7.1973
2015-03-03 14:19:43.776066,   8903983.77607,    fractal,   0.057403, 0, 0, 5.95321
2015-03-03 14:19:49.371652,   8903989.37165,    fractal,   0.001504, 1, 0, 1.64668
2015-03-03 14:19:52.444806,   8903992.44481,  identicon,   0.107470, 0, 0, 107.218
2015-03-03 14:19:56.933133,   8903996.93313,    fractal,   0.000375, 1, 0, 0.578399
2015-03-03 14:20:01.317645,   8904001.31765,       flag,   0.000001, 1, 1, 0
2015-03-03 14:20:19.893467,   8904019.89347,  identicon,   0.036431, 1, 1, 0
2015-03-03 14:20:24.380638,   8904024.38064,      tflag,   0.006171, 1, 0, 0.225694
2015-03-03 14:20:26.998150,   8904026.99815,  identicon,   0.003965, 1, 1, 0
2015-03-03 14:20:33.110751,   8904033.11075,    fractal,   0.032926, 0, 0, 9.91901
2015-03-03 14:20:42.419004,     8904042.419,    fractal,   0.003815, 1, 0, 1.28495
2015-03-03 14:20:48.297344,   8904048.29734,    fractal,   0.002244, 1, 0, 0.721375
2015-03-03 14:20:55.195772,   8904055.19577,    fractal,   0.000000, 1, 1, 0
2015-03-03 14:20:58.409946,   8904058.40995,    fractal,   0.041022, 0, 0, 4.25567
2015-03-03 14:21:23.192614,   8904083.19261,    fractal,   0.000000, 1, 1, 0
2015-03-03 14:21:26.526004,     8904086.526,      tflag,   0.056003, 0, 0, 4.62863
2015-03-03 14:21:29.565762,   8904089.56576,    fractal,   0.020364, 0, 0, 3.79301
2015-03-03 14:21:36.192710,   8904096.19271,  identicon,   0.018161, 1, 1, 0
2015-03-03 14:21:39.999708,   8904099.99971,  identicon,   0.002285, 1, 1, 0
2015-03-03 14:21:50.855483,   8904110.85548,    fractal,   0.008556, 1, 0, 1.1315
2015-03-03 14:22:00.294772,   8904120.29477,    fractal,   0.013369, 0, 0, 2.44791
2015-03-03 14:22:05.058928,   8904125.05893,       flag,   0.020549, 0, 0, 0.00171441
2015-03-03 14:22:20.606353,   8904140.60635,      tflag,   0.000000, 1, 1, 0
2015-03-03 14:22:25.954945,   8904145.95494,    fractal,   0.045153, 0, 0, 3.67887
2015-03-03 14:22:33.510551,   8904153.51055,    fractal,   0.000000, 1, 1, 0
2015-03-03 14:22:43.739622,   8904163.73962,  identicon,   0.044267, 1, 1, 0
2015-03-03 14:22:47.259686,   8904167.25969,    fractal,   0.050640, 0, 0, 6.22783
2015-03-03 14:46:50.813584,   8905610.81358,     hex128,   0.020884, 1, 1, 0
2015-03-03 14:46:56.173856,   8905616.17386,       flag,   0.027957, 1, 1, 0
2015-03-03 14:47:01.008152,   8905621.00815,    fractal,   0.000000, 1, 1, 0
2015-03-03 14:47:09.950942,   8905629.95094,    fractal,   0.069093, 0, 0, 6.21084
2015-03-03 14:47:15.047211,   8905635.04721,    fractal,   0.035758, 0, 0, 8.57782
2015-03-03 14:47:19.046201,    8905639.0462,    fractal,   0.149942, 0, 0, 3.99573
2015-03-03 14:47:23.053188,   8905643.05319,    fractal,   0.040886, 0, 0, 7.37159
2015-03-03 14:47:26.535851,   8905646.53585,      tflag,   0.092514, 0, 0, 11.2067
2015-03-03 14:47:31.222350,   8905651.22235,    fractal,   0.020508, 1, 0, 2.09629
2015-03-03 14:47:38.634878,   8905658.63488,    fractal,   0.073211, 0, 0, 4.59207
2015-03-03 14:47:45.498420,   8905665.49842,      tflag,   0.073411, 0, 0, 4.36101
2015-03-03 14:47:50.466176,   8905670.46618,     hex128,   0.239156, 0, 0, 3.35485
2015-03-03 14:47:54.128642,   8905674.12864,  identicon,   0.132833, 0, 0, 5.41498
2015-03-03 14:48:05.104443,   8905685.10444,     hex128,   0.023386, 1, 0, 0.80431
2015-03-03 14:48:07.687919,   8905687.68792,  identicon,   0.000000, 1, 1, 0
2015-03-03 14:48:14.840016,   8905694.84002,    fractal,   0.007142, 0, 0, 4.63069
2015-03-03 14:48:22.983141,   8905702.98314,    fractal,   0.032059, 0, 0, 3.09341
2015-03-03 14:48:28.311766,   8905708.31177,    fractal,   0.055665, 0, 0, 6.33501
2015-03-03 14:48:35.103196,    8905715.1032,     hex128,   0.083027, 0, 0, 10.8272
2015-03-03 14:48:41.911596,    8905721.9116,      tflag,   0.001776, 1, 1, 0
2015-03-03 14:48:45.937377,   8905725.93738,       flag,   0.021368, 0, 0, 7.51111
2015-03-03 14:48:50.391802,    8905730.3918,       flag,   0.042291, 1, 0, 0.112652
2015-03-03 14:49:00.534609,   8905740.53461,    fractal,   0.015734, 1, 0, 3.69293
2015-03-03 14:49:03.992762,   8905743.99276,  identicon,   0.068061, 0, 0, 30.9309
2015-03-03 14:49:07.039571,   8905747.03957,    fractal,   0.132593, 0, 0, 5.28249
2015-03-03 14:49:11.190451,   8905751.19045,  identicon,   0.022071, 0, 0, 1.03588
2015-03-03 14:49:16.632073,   8905756.63207,     hex128,   0.000000, 1, 1, 0
2015-03-03 14:49:22.487386,   8905762.48739,     hex128,   0.016103, 1, 1, 0
2015-03-03 14:49:27.471584,   8905767.47158,     hex128,   0.100296, 0, 0, 0.862309
2015-03-03 14:49:30.741134,   8905770.74113,      tflag,   0.088232, 0, 0, 14.7596
2015-03-03 14:49:41.590494,   8905781.59049,     hex128,   0.043361, 0, 0, 1.38587
2015-03-03 14:49:45.191512,   8905785.19151,    fractal,   0.119643, 0, 0, 6.18783
2015-03-03 14:49:50.938420,   8905790.93842,  identicon,   0.013863, 1, 1, 0
2015-03-03 14:50:02.494684,   8905802.49468,    fractal,   0.002475, 1, 0, 0.89789
2015-03-03 14:50:07.879724,   8905807.87972,      tflag,   0.003054, 1, 1, 0
2015-03-03 14:51:59.619187,   8905919.61919,     hex128,   0.101772, 0, 0, 3.26796
2015-03-03 14:52:46.824546,   8905966.82455,    fractal,   0.039316, 0, 0, 2.03691
2015-03-03 14:52:49.947059,   8905969.94706,    fractal,   0.099544, 0, 0, 4.86555
2015-03-03 14:53:28.625423,   8906008.62542,       flag,   0.017421, 1, 1, 0
2015-03-03 14:53:31.441056,   8906011.44106,  identicon,   0.032175, 0, 0, 23.7397
